Date ;Ambient temperature (C);Global plane of array irradiance (W/m^2);m-Si module temperature (C);DC power of m-Si (W)
09/05/2017 10:15;23.82;821.16;41.19;1544.00
09/05/2017 10:20;23.59;835.03;41.64;1568.00
09/05/2017 10:25;23.00;846.97;41.53;1598.00
09/05/2017 10:30;22.88;859.45;41.31;1622.00
09/05/2017 10:35;22.66;850.92;40.43;1639.00
09/05/2017 10:40;22.94;871.61;40.40;1635.00
09/05/2017 10:45;23.20;885.61;41.16;1692.00
09/05/2017 10:50;23.28;915.24;41.84;1637.00
09/05/2017 10:55;23.46;911.17;42.42;1675.00
09/05/2017 11:00;23.60;932.93;42.53;1730.00
09/05/2017 11:05;24.43;939.13;43.08;1723.00
09/05/2017 11:10;24.23;939.37;43.72;1745.00
09/05/2017 11:15;24.14;949.97;43.79;1751.00
09/05/2017 11:20;24.05;940.00;44.24;1605.00
09/05/2017 11:25;24.23;944.88;44.35;1761.00
09/05/2017 11:30;24.32;844.69;43.99;1543.00
09/05/2017 11:35;24.33;945.69;44.10;1697.00
09/05/2017 11:40;24.21;966.45;43.89;1748.00
09/05/2017 11:45;24.10;976.43;43.37;1772.00
09/05/2017 11:55;23.12;919.36;41.41;1586.00
09/05/2017 12:10;22.73;782.59;39.08;1542.00
09/05/2017 12:35;22.54;765.77;35.06;1500.00
09/05/2017 12:40;22.82;832.12;35.03;1516.00
09/05/2017 12:50;23.11;890.08;36.39;1535.00
09/05/2017 12:55;22.57;862.40;37.03;1564.00
09/05/2017 13:00;22.67;746.78;36.05;1379.00
09/05/2017 13:15;22.74;914.23;36.00;1772.00
09/05/2017 13:20;22.59;769.60;36.56;1493.00
09/05/2017 13:25;22.30;817.51;36.01;1449.00
09/05/2017 13:30;22.57;754.71;35.86;1380.00
09/05/2017 13:35;22.54;713.90;35.16;1183.00
09/05/2017 13:45;21.97;705.49;33.35;1283.00
09/05/2017 13:55;22.68;888.76;33.91;1547.00
09/05/2017 14:00;22.83;922.34;36.77;1838.00
09/05/2017 14:05;22.94;978.61;37.88;1793.00
09/05/2017 14:20;22.78;779.38;34.63;1408.00
09/05/2017 14:25;22.47;726.44;33.92;1247.00
09/05/2017 14:30;22.32;787.29;33.73;1559.00
09/05/2017 14:45;23.19;832.92;33.54;1482.00
09/05/2017 14:50;23.04;664.98;34.03;1153.00
09/05/2017 14:55;22.75;737.45;33.82;1249.00
09/05/2017 15:05;22.49;833.88;32.81;1561.00
09/05/2017 15:10;23.21;755.94;34.01;1434.00
09/05/2017 15:15;23.32;783.34;34.01;1501.00
09/05/2017 15:20;23.33;754.45;34.79;1450.00
09/05/2017 15:30;23.32;748.88;34.57;1415.00
09/05/2017 15:35;23.27;718.25;34.61;1354.00
09/05/2017 15:40;23.18;684.55;33.88;1296.00
09/05/2017 15:45;23.04;659.04;33.71;1258.00
09/05/2017 15:50;23.13;637.71;33.49;1220.00
09/05/2017 15:55;22.55;617.03;33.15;1182.00
09/05/2017 16:00;22.48;596.23;32.51;1148.00
09/05/2017 16:05;22.44;577.10;31.91;1106.00
09/05/2017 16:10;23.00;556.70;31.60;1072.00
09/05/2017 16:15;23.21;537.27;31.77;1033.00
09/05/2017 16:20;23.07;515.98;31.17;991.00
09/05/2017 16:25;22.84;496.59;31.33;951.00
09/05/2017 16:30;23.04;475.81;30.66;916.00
09/05/2017 16:35;22.80;455.20;30.04;874.00
09/05/2017 16:40;22.69;434.40;29.80;834.00
09/05/2017 16:45;22.37;412.93;29.82;792.00
09/05/2017 16:50;22.50;391.75;29.49;751.00
09/05/2017 16:55;22.57;370.69;28.84;708.00
09/05/2017 17:00;22.70;349.62;28.08;670.00
09/05/2017 17:05;22.95;328.30;27.79;626.00
09/05/2017 17:10;22.88;308.27;27.69;585.00
09/05/2017 17:15;23.00;286.78;27.69;542.00
09/05/2017 17:20;22.90;267.99;26.85;504.00
09/05/2017 17:25;22.39;242.04;26.72;448.00
09/05/2017 17:30;22.32;228.91;25.72;348.00
09/05/2017 17:35;22.29;207.03;25.69;386.00
09/05/2017 17:40;22.22;189.39;24.81;340.00
09/05/2017 17:45;22.23;168.08;24.79;293.00
09/05/2017 17:50;22.25;147.77;24.54;261.00
09/05/2017 17:55;22.14;109.05;24.29;200.00
09/05/2017 18:00;21.84;111.94;23.62;186.00
10/05/2017 7:00;18.97;104.50;18.86;210.00
